cohort_month,month,cohort_sales
2011-09-30,2012-06,145.25
2011-09-30,2012-07,47.52
2011-09-30,2012-07,86.64
2011-09-30,2012-07,31.14
2011-09-30,2012-07,47.85
2011-09-30,2012-08,26.97
2011-09-30,2012-08,32.97
2011-09-30,2012-08,20.91
2011-09-30,2012-08,68.79
2011-09-30,2012-08,24.94
2011-09-30,2012-09,17.97
2011-09-30,2012-09,28.00
2011-09-30,2012-09,10.00
2011-09-30,2012-09,66.00
2011-09-30,2012-10,24.00
2011-09-30,2012-10,21.97
2011-09-30,2012-10,5.00
2011-10-07,2011-10,20.00
2011-10-07,2011-10,30.00
2011-10-07,2011-10,15.00
2011-10-07,2011-11,15.00
2011-10-07,2011-11,15.00
2011-10-14,2011-10,18.00
2011-10-14,2011-10,1.50
2011-10-14,2011-10,6.00
2011-10-14,2011-11,18.75
2011-10-14,2011-11,60.75
2011-10-14,2011-11,15.75
2011-10-14,2011-11,42.00
2011-10-14,2011-12,66.75
2011-10-14,2011-12,54.75
2011-10-14,2011-12,75.77
2011-10-14,2011-12,25.50
2011-10-14,2012-01,-1.00
2011-10-14,2012-01,0.50
2011-10-14,2012-05,6.00
2011-10-28,2011-10,-3.47
2011-10-28,2012-03,-8.47
2011-10-28,2012-04,20.91
2011-10-28,2012-05,13.94
2011-10-28,2012-05,6.47
2011-10-28,2012-05,6.47
2011-10-28,2012-06,6.97
2011-10-28,2012-06,20.41
2011-10-28,2012-06,6.97
2011-10-28,2012-07,5.97
2011-10-28,2012-07,6.97
2011-10-28,2012-07,5.97
2011-10-28,2012-08,5.97
2011-10-28,2012-08,6.47
2011-10-28,2012-08,5.97
2011-10-28,2012-08,-2.50
2011-10-28,2012-09,13.94
2011-10-28,2012-09,12.44
2011-10-28,2012-09,12.44
2011-10-28,2012-10,6.97
2011-10-28,2012-10,38.82
2011-11-04,2011-11,367.00
2011-11-04,2011-11,474.00
2011-11-04,2011-11,386.00
2011-11-04,2011-12,634.00
2011-11-04,2011-12,851.00
2011-11-04,2011-12,1339.00
2011-11-04,2012-01,127.00
2011-11-04,2012-01,0.00
2011-11-04,2012-02,367.00
2011-11-04,2012-03,913.00
2011-11-04,2012-03,167.00
2011-11-04,2012-03,137.00
2011-11-04,2012-03,2306.00
2011-11-04,2012-03,1090.00
2011-11-04,2012-04,256.00
2011-11-04,2012-04,606.00
2011-11-04,2012-04,297.00
2011-11-04,2012-04,417.00
2011-11-04,2012-05,446.00
2011-11-04,2012-05,1618.00
2011-11-04,2012-05,584.00
2011-11-04,2012-05,496.00
2011-11-04,2012-06,940.00
2011-11-04,2012-06,327.00
2011-11-04,2012-06,277.00
2011-11-04,2012-06,551.00
2011-11-04,2012-07,247.00
2011-11-04,2012-07,759.00
2011-11-04,2012-08,109.00
2011-11-04,2012-08,883.00
2011-11-04,2012-08,169.00
2011-11-04,2012-08,426.00
2011-11-04,2012-08,336.00
2011-11-04,2012-09,167.00
2011-11-04,2012-09,297.00
2011-11-04,2012-09,2942.00
2011-11-04,2012-10,1974.00
2011-11-04,2012-10,813.00
2011-11-04,2012-10,297.00
2011-11-04,2012-10,499.00
2011-11-11,2011-11,-2.50
2011-11-25,2011-11,22937.00
2011-11-25,2011-12,1582.00
2011-11-25,2011-12,4981.88
2011-11-25,2011-12,357.15
2011-11-25,2011-12,1232.00
2011-11-25,2011-12,2041.88
2011-11-25,2012-01,396.00
2011-11-25,2012-01,402.00
2011-11-25,2012-01,762.56
2011-11-25,2012-02,309.88
2011-11-25,2012-02,1164.82
2011-11-25,2012-02,920.82
2011-11-25,2012-03,175.00
2011-11-25,2012-03,746.00
2011-11-25,2012-03,207.86
2011-11-25,2012-05,298.00
2011-11-25,2012-05,198.00
2011-11-25,2012-06,8.44
2011-11-25,2012-08,3.08
2011-11-25,2012-10,-21.63
2011-11-25,2012-10,125.00
2011-12-02,2011-12,203.92
2011-12-02,2011-12,191.61
2011-12-02,2011-12,332.94
2011-12-02,2011-12,857.66
2011-12-02,2011-12,508.41
2011-12-02,2012-01,626.30
2011-12-02,2012-01,411.55
2011-12-02,2012-01,363.58
2011-12-02,2012-01,398.37
2011-12-02,2012-02,755.05
2011-12-02,2012-02,1109.22
2011-12-02,2012-02,476.08
2011-12-02,2012-02,472.20
2011-12-02,2012-03,676.11
2011-12-02,2012-03,507.73
2011-12-02,2012-03,776.25
2011-12-02,2012-03,665.53
2011-12-02,2012-03,555.51
2011-12-02,2012-04,480.87
2011-12-02,2012-04,630.20
2011-12-02,2012-04,800.75
2011-12-02,2012-04,561.09
2011-12-02,2012-05,717.94
2011-12-02,2012-05,807.08
2011-12-02,2012-05,1166.33
2011-12-02,2012-05,1121.42
2011-12-02,2012-06,1662.19
2011-12-02,2012-06,1211.08
2011-12-02,2012-06,896.40
2011-12-02,2012-06,911.71
2011-12-02,2012-06,1512.07
2011-12-02,2012-07,1366.48
2011-12-02,2012-07,1388.97
2011-12-02,2012-07,1551.10
2011-12-02,2012-07,1661.04
2011-12-02,2012-08,1491.13
2011-12-02,2012-08,1211.56
2011-12-02,2012-08,1272.59
2011-12-02,2012-08,980.64
2011-12-02,2012-08,1003.89
2011-12-02,2012-09,854.18
2011-12-02,2012-09,812.98
2011-12-02,2012-09,907.05
2011-12-02,2012-09,852.57
2011-12-02,2012-10,710.57
2011-12-02,2012-10,852.21
2011-12-02,2012-10,965.55
2011-12-02,2012-10,912.90
2011-12-09,2011-12,55.50
2011-12-09,2011-12,26.76
2011-12-09,2011-12,115.92
2011-12-09,2011-12,169.62
2011-12-09,2012-01,14.89
2011-12-09,2012-01,40.25
2011-12-09,2012-02,12.88
2011-12-09,2012-03,-5.47
2011-12-09,2012-03,7.00
2011-12-09,2012-03,12.88
2011-12-09,2012-04,99.00
2011-12-09,2012-04,18.91
2011-12-09,2012-05,12.00
2011-12-09,2012-05,6.98
2011-12-09,2012-05,-74.88
2011-12-09,2012-06,5.97
2011-12-09,2012-06,10.00
2011-12-09,2012-07,-39.97
2011-12-09,2012-08,4.97
2011-12-09,2012-08,-417.28
2011-12-09,2012-08,-39.35
2011-12-09,2012-08,1.00
2011-12-09,2012-09,129.14
2011-12-09,2012-09,151.66
2011-12-09,2012-09,169.74
2011-12-09,2012-09,139.62
2011-12-09,2012-10,63.52
2011-12-09,2012-10,7.50
2011-12-09,2012-10,138.01
2011-12-09,2012-10,79.40
2011-12-16,2011-12,-15.91
2011-12-16,2011-12,21.74
2011-12-16,2011-12,35.99
2011-12-16,2012-01,32.09
2011-12-16,2012-01,-54.89
2011-12-16,2012-01,37.09
2011-12-16,2012-01,-10.11
2011-12-16,2012-02,53.62
2011-12-16,2012-02,6.05
2011-12-16,2012-02,46.42
2011-12-16,2012-02,20.79
2011-12-16,2012-03,31.93
2011-12-16,2012-03,34.56
2011-12-16,2012-03,12.13
2011-12-16,2012-03,23.03
2011-12-16,2012-03,39.56
2011-12-16,2012-04,23.29
2011-12-16,2012-04,25.73
2011-12-16,2012-04,19.38
2011-12-16,2012-04,17.33
2011-12-16,2012-05,53.93
2011-12-16,2012-05,30.60
2011-12-16,2012-05,8.91
2011-12-16,2012-05,35.64
2011-12-16,2012-06,14.85
2011-12-16,2012-06,5.94
2011-12-16,2012-06,4.84
2011-12-16,2012-06,18.15
2011-12-16,2012-06,24.38
2011-12-16,2012-07,36.17
2011-12-16,2012-07,32.82
2011-12-16,2012-07,20.79
2011-12-16,2012-07,53.46
2011-12-16,2012-08,43.32
2011-12-16,2012-08,26.76
2011-12-16,2012-08,26.79
2011-12-16,2012-08,13.86
2011-12-16,2012-08,22.21
2011-12-16,2012-09,-6.93
2011-12-16,2012-09,7.48
2011-12-16,2012-09,10.94
2011-12-16,2012-09,13.91
2011-12-16,2012-10,12.97
2011-12-16,2012-10,2.05
2011-12-16,2012-10,2.01
2011-12-16,2012-10,-0.57
2011-12-23,2011-12,1.94
2011-12-23,2011-12,5.96
2011-12-23,2012-01,10.00
2011-12-23,2012-02,13.78
2011-12-23,2012-03,2.38
2011-12-23,2012-03,3.00
2011-12-23,2012-04,3.00
2011-12-23,2012-04,3.87
2011-12-23,2012-05,70.50
2011-12-23,2012-05,14.24
2011-12-23,2012-07,80.96
2011-12-23,2012-08,24.00
2011-12-23,2012-09,-8.97
2011-12-23,2012-09,53.00
2011-12-23,2012-09,-17.88
2011-12-23,2012-09,1.97
2011-12-23,2012-10,1.01
2011-12-23,2012-10,18.89
2011-12-30,2011-12,-6.20
2011-12-30,2012-02,1.00
2011-12-30,2012-02,-1.35
2011-12-30,2012-03,15.04
2011-12-30,2012-04,3.36
2011-12-30,2012-04,3.36
2011-12-30,2012-04,3.36
2011-12-30,2012-05,3.36
2011-12-30,2012-05,13.44
2011-12-30,2012-06,8.58
2011-12-30,2012-06,10.80
2011-12-30,2012-06,20.72
2011-12-30,2012-06,23.02
2011-12-30,2012-07,6.72
2011-12-30,2012-07,3.36
2011-12-30,2012-07,42.72
2011-12-30,2012-07,21.60
2011-12-30,2012-08,10.80
2011-12-30,2012-08,0.40
2011-12-30,2012-08,3.36
2011-12-30,2012-08,29.07
2011-12-30,2012-09,5.84
2011-12-30,2012-09,6.72
2011-12-30,2012-09,3.36
2011-12-30,2012-10,3.36
2011-12-30,2012-10,5.86
2012-01-06,2012-01,3.97
2012-01-06,2012-01,5.47
2012-01-06,2012-01,0.50
2012-01-06,2012-02,42.08
2012-01-06,2012-03,62.87
2012-01-06,2012-03,35.64
2012-01-06,2012-03,17.82
2012-01-06,2012-03,20.79
2012-01-06,2012-03,35.64
2012-01-06,2012-04,17.82
2012-01-06,2012-04,53.46
2012-01-06,2012-04,51.58
2012-01-06,2012-04,42.67
2012-01-06,2012-05,14.85
2012-01-06,2012-05,33.76
2012-01-06,2012-05,14.85
2012-01-06,2012-05,36.14
2012-01-06,2012-06,35.64
2012-01-06,2012-06,29.85
2012-01-06,2012-06,34.70
2012-01-06,2012-06,47.67
2012-01-06,2012-06,19.85
2012-01-06,2012-07,35.79
2012-01-06,2012-07,28.76
2012-01-06,2012-07,19.85
2012-01-06,2012-07,57.52
2012-01-06,2012-08,33.76
2012-01-06,2012-08,35.64
2012-01-06,2012-08,44.55
2012-01-06,2012-08,38.61
2012-01-06,2012-08,28.76
2012-01-06,2012-09,32.67
2012-01-06,2012-09,21.88
2012-01-06,2012-09,20.94
2012-01-06,2012-09,65.49
2012-01-06,2012-10,35.79
2012-01-06,2012-10,29.85
2012-01-06,2012-10,37.82
2012-01-06,2012-10,49.85
2012-01-20,2012-01,-1.88
2012-01-20,2012-01,12.88
2012-01-20,2012-02,36.96
2012-01-20,2012-02,3.00
2012-02-03,2012-02,60.00
2012-02-03,2012-06,10.00
2012-02-03,2012-10,10.00
2012-02-17,2012-02,2.38
2012-03-02,2012-03,6.00
2012-03-02,2012-03,101.00
2012-03-02,2012-03,70.00
2012-03-02,2012-03,16.00
2012-03-02,2012-03,30.00
2012-03-02,2012-04,40.00
2012-03-02,2012-04,21.00
2012-03-02,2012-04,47.00
2012-03-02,2012-04,12.30
2012-03-02,2012-05,20.00
2012-03-02,2012-05,3.00
2012-03-02,2012-05,31.00
2012-03-02,2012-05,28.00
2012-03-02,2012-06,90.00
2012-03-02,2012-06,35.00
2012-03-02,2012-06,67.00
2012-03-02,2012-06,39.00
2012-03-02,2012-06,60.00
2012-03-02,2012-07,23.00
2012-03-02,2012-07,20.00
2012-03-02,2012-07,15.00
2012-03-02,2012-07,44.00
2012-03-02,2012-08,20.00
2012-03-02,2012-08,4.00
2012-03-02,2012-08,24.00
2012-03-02,2012-08,10.00
2012-03-02,2012-08,25.00
2012-03-02,2012-09,10.00
2012-03-02,2012-09,4.00
2012-03-02,2012-10,2.00
2012-03-02,2012-10,9.00
2012-03-02,2012-10,10.00
2012-03-02,2012-10,14.00
2012-03-16,2012-03,3.00
2012-03-16,2012-09,2.94
2012-03-23,2012-03,4.54
2012-03-23,2012-03,66.75
2012-03-23,2012-04,116.76
2012-03-23,2012-04,162.43
2012-03-23,2012-04,158.49
2012-03-23,2012-04,86.81
2012-03-23,2012-05,99.00
2012-03-23,2012-05,126.16
2012-03-23,2012-05,105.29
2012-03-23,2012-05,124.83
2012-03-23,2012-06,204.97
2012-03-23,2012-06,137.89
2012-03-23,2012-06,210.49
2012-03-23,2012-06,130.09
2012-03-23,2012-06,78.95
2012-03-23,2012-07,127.18
2012-03-23,2012-07,105.31
2012-03-23,2012-07,88.84
2012-03-23,2012-07,133.09
2012-03-23,2012-08,148.09
2012-03-23,2012-08,42.17
2012-03-23,2012-08,117.76
2012-03-23,2012-08,124.14
2012-03-23,2012-08,75.42
2012-03-23,2012-09,88.36
2012-03-23,2012-09,182.84
2012-03-23,2012-09,114.50
2012-03-23,2012-09,168.85
2012-03-23,2012-10,133.33
2012-03-23,2012-10,127.24
2012-03-23,2012-10,157.09
2012-03-23,2012-10,109.40
2012-05-11,2012-05,-15.00
2012-05-18,2012-05,19.33
2012-06-15,2012-06,10.00
2012-06-15,2012-06,15.00
2012-06-15,2012-09,5.00
2012-06-15,2012-10,5.00
2012-06-15,2012-10,5.00
2012-07-06,2012-07,59.76
2012-07-13,2012-07,0.04
2012-07-13,2012-07,0.02
2012-07-13,2012-08,0.02
2012-07-13,2012-09,0.04
2012-07-13,2012-09,0.01
2012-07-20,2012-07,29.88
2012-07-27,2012-07,29.88
2012-08-10,2012-08,29.88
2012-08-10,2012-10,29.88
2012-08-17,2012-08,-29.00
2012-08-24,2012-08,29.88
2012-08-31,2012-08,4.47
2012-08-31,2012-09,13.41
2012-08-31,2012-09,20.86
2012-08-31,2012-09,20.86
2012-08-31,2012-09,11.92
2012-08-31,2012-10,14.90
2012-08-31,2012-10,8.94
2012-08-31,2012-10,28.31
2012-08-31,2012-10,13.41
2012-09-07,2012-09,5.00
2012-09-07,2012-10,5.00
2012-09-14,2012-09,28.61
2012-09-21,2012-09,23.91
2012-09-21,2012-10,7.97
2012-09-21,2012-10,3.97
2012-09-21,2012-10,7.97
2012-10-05,2012-10,2.29
